numero_ordre,cooperative,code_plantation,code_producteur,autres_codes,superficie_cacao_ha,rendement_kg_ha,estimation_kg,variete_cacao,gerant,nom_gerant,latitude,longitude,donnees_polygonales
2999,A,10304403648-P001,10304403648,,2.3,720.0,1656,Tout Venant,Non,,6.0649,-4.602425,
3000,A,10304403649-P001,10304403649,,16.1,663.0434782608695,10675,Tout Venant,Non,,6.036938,-4.514728,
3001,A,10304403650-P001,10304403650,,8.9,696.629213483146,6200,Tout Venant,Non,,6.071226,-4.580604,
3002,A,10304403651-P001,10304403651,,2.27,719.8237885462555,1634,Tout Venant,Non,,6.083796,-4.511982,
3003,A,10304403652-P001,10304403652,,3.5,720.0,2520,Tout Venant,Non,,6.039552,-4.512018,
3004,A,10304403653-P001,10304403653,,8.1,679.0123456790124,5500,Tout Venant,Non,,6.056463,-4.529717,
3005,A,10304403654-P001,10304403654,,3.14,719.7452229299363,2260,Tout Venant,Non,,6.028565,-4.568097,
3006,A,10304403655-P001,10304403655,,2.5,720.0,1800,Tout Venant,Non,,6.075626,-4.605675,
3007,A,10304403656-P001,10304403656,,2.4,720.0,1728,Tout Venant,Non,,6.081016,-4.539562,
3008,A,10304403657-P001,10304403657,,2.2,719.9999999999999,1584,Tout Venant,Non,,6.081337,-4.540637,
3009,A,10304403658-P001,10304403658,,7.6,644.7368421052632,4900,Tout Venant,Non,,6.033988,-4.529101,
3010,A,10304403659-P001,10304403659,,0.8,720.0,576,Tout Venant,Non,,6.064352,-4.534653,
